id,summary,is_stem_ground_truth,is_stem_llm,tfidf_label,tfidf_prob,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Objective,emotion_vector
978-0-538-73155-3,"With today's popular television programs about criminal justice and crime scene investigation and the surge of detective movies and books, students often have a passion for exploring forensic science. Now you can guide that excitement into a profitable learning experience with the help of the innovative, new FORENSIC SCIENCE: FUNDAMENTALS AND INVESTIGATIONS, 2012 UPDATE. This dynamic, visually powerful text has been carefully crafted to ensure solid scientific content and an approach that delivers precisely what you need for your high school course. Now an established best-seller, FORENSIC SCIENCE: FUNDAMENTALS AND INVESTIGATIONS, 2012 UPDATE offers a truly experiential approach that engages students in active learning and emphasizes the application of integrated science in your course. Student materials combine math, chemistry, biology, physics, and earth science with content aligned to the National Science Education Standards, clearly identified by icons. This book balances extensive scientific concepts with hands-on classroom and lab activities, readings, intriguing case studies, and chapter-opening scenarios. The book's exclusive Gale Forensic Science eCollection database provides instant access to hundreds of journals and Internet resources that spark the interest of today's high school students. The updated edition includes ten new capstone projects that integrate the concepts learned throughout the text. Comprehensive, time-saving teacher support and lab activities deliver exactly what you need to ensure that students receive a solid, integrated science education that keeps readers at all learning levels enthused about science. FORENSIC SCIENCE: FUNDAMENTALS AND INVESTIGATIONS, 2012 UPDATE sets the standard in high school forensic science . . . case closed. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.",True,1,STEM,0.7499406879739905,0.0149107233846269,0.0711638409594353,0.0031055067768701,0.0163374328883358,0.0498007433907414,0.0059642893538507,0.0193946675391406,0.1649673090435146,0.6543554866634844,"{'Anger': 0.0149107233846269, 'Anticipation': 0.0711638409594353, 'Disgust': 0.0031055067768701, 'Fear': 0.0163374328883358, 'Joy': 0.0498007433907414, 'Sadness': 0.0059642893538507, 'Surprise': 0.0193946675391406, 'Trust': 0.1649673090435146}"
978-0-471-47602-3,"These active and well-known authors have come together to create a fresh, innovative, and timely approach to Discrete Math. One innovation uses several major threads to help weave core topics into a cohesive whole. Throughout the book the application of mathematical reasoning is emphasized to solve problems while the authors guide the student in thinking about, reading, and writing proofs in a wide variety of contexts. Another important content thread, as the sub-title implies, is the focus on mathematical puzzles, games and magic tricks to engage students.",True,1,STEM,0.6424433580210199,0.0117851825445089,0.0603099377188751,0.0083460901293853,0.0252270010694738,0.063518359301277,0.0291693753014448,0.0203200033552121,0.152221779520624,0.6291022710591986,"{'Anger': 0.0117851825445089, 'Anticipation': 0.0603099377188751, 'Disgust': 0.0083460901293853, 'Fear': 0.0252270010694738, 'Joy': 0.063518359301277, 'Sadness': 0.0291693753014448, 'Surprise': 0.0203200033552121, 'Trust': 0.152221779520624}"
9780078746376,"A comprehensive course of study designed for a first-year high school chemistry curriculum, this program incorporates features for strong math support and problem-solving development.",True,1,STEM,0.6719190133826476,0.0034343654600959,0.057021369385085,0.0,0.044374182293938,0.0,0.023877017008286,0.0,0.1626144788486698,0.7086785870039249,"{'Anger': 0.0034343654600959, 'Anticipation': 0.057021369385085, 'Disgust': 0.0, 'Fear': 0.044374182293938, 'Joy': 0.0, 'Sadness': 0.023877017008286, 'Surprise': 0.0, 'Trust': 0.1626144788486698}"
9780078957734,"One Program, All Learners! Flexibility Print and digital resources for your classroom today and tomorrow Appropriate for students who are approaching, on or beyond grade level Differentiation Integrated differentiated instruction support that includes Response to Intervention (RtI) strategies A complete assessment system that monitors student progress from diagnosis to mastery More in-depth and rigorous mathematics, yet meets the needs of all students 21st Century Success Preparation for student success beyond high school in college or at work Problems and activities that use handheld technology, including the TI-84 and the TI-Nspire A wealth of digital resources such as eStudent Edition, eTeacher Edition, animations, tutorials, virtual manipulatives and assessments right at your fingertips Includes print student edition",True,1,STEM,0.6051312483730766,0.0102594882818497,0.0970812802724696,0.0,0.0188439580687036,0.068857218631789,0.010971371142223,0.0065325721304839,0.1034882260158289,0.6839658854566518,"{'Anger': 0.0102594882818497, 'Anticipation': 0.0970812802724696, 'Disgust': 0.0, 'Fear': 0.0188439580687036, 'Joy': 0.068857218631789, 'Sadness': 0.010971371142223, 'Surprise': 0.0065325721304839, 'Trust': 0.1034882260158289}"
978-0-078-93673-9,"""Marine Biology covers the basics of marine biology with a global approach, using examples from numerous regions and ecosystems worldwide. This introductory, one-semester text is designed for non-majors. Authors Castro and Huber have made a special effort to include solid basic science content needed in a general education course, including the fundamental principles of biology, the physical sciences, and the scientific method. This science coverage is integrated with a stimulating, up-to-date overview of marine biology.""--Amazon.",True,1,STEM,0.7213495571745452,0.0131415241057542,0.0451010886469673,0.0,0.0115474339035769,0.0428265940902021,0.0072900466562986,0.0121500777604976,0.1292185069984447,0.7387247278382582,"{'Anger': 0.0131415241057542, 'Anticipation': 0.0451010886469673, 'Disgust': 0.0, 'Fear': 0.0115474339035769, 'Joy': 0.0428265940902021, 'Sadness': 0.0072900466562986, 'Surprise': 0.0121500777604976, 'Trust': 0.1292185069984447}"
978-0-593516-80-5,"PREMIUM PRACTICE FOR A PERFECT 5! Ace the AP Physics 1 Exam with this Premium version of The Princeton Review's comprehensive study guide. Includes 5 full-length practice exams, plus thorough content reviews, targeted test strategies, and access to online extras. Techniques That Actually Work • Tried-and-true strategies to help you avoid traps and beat the test • Tips for pacing yourself and guessing logically • Essential tactics to help you work smarter, not harder Everything You Need for a High Score • Fully aligned with the latest College Board standards for AP® Physics 1 • Comprehensive coverage of kinematics, dynamics, Newton's laws, work, energy, rotational motion, electrostatics, DC circuits, mechanical waves, sound, and more • Tons of charts and figures to illustrate concepts • Access to study plans, a handy list of formulas, helpful pre-college information, and more via your online Student Tools Premium Practice for AP Excellence • 5 full-length practice tests (4 in the book, 1 online) with detailed answer explanations • Practice drills at the end of each content review chapter • Step-by-step walk-throughs of sample questions",True,1,STEM,0.6462926465294098,0.0131913122510171,0.0325748116436901,0.0065744209158321,0.0469383074688479,0.0546424415394677,0.0133866761800406,0.0181008927282147,0.1180762598849901,0.6965148773878994,"{'Anger': 0.0131913122510171, 'Anticipation': 0.0325748116436901, 'Disgust': 0.0065744209158321, 'Fear': 0.0469383074688479, 'Joy': 0.0546424415394677, 'Sadness': 0.0133866761800406, 'Surprise': 0.0181008927282147, 'Trust': 0.1180762598849901}"
9781337094153,"In the new edition of LIVING IN THE ENVIRONMENT, authors Tyler Miller and Scott Spoolman continue to work with the National Geographic Society in developing a text designed to equip students with the inspiration and knowledge they need to make a difference in solving today's environmental issues. Using sustainability as the integrating theme, LIVING IN THE ENVIRONMENT, 19th Edition, provides clear introductions to the multiple environmental problems that we face and balanced discussions to evaluate potential solutions. New Core Case Studies for 11 of the book’s 25 chapters bring important real-world stories to the forefront; new questions added to the captions of figures that involve data graphs give students additional practice evaluating data; and a new focus on learning from nature includes coverage of principles and applications of biomimicry in most chapters. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.",True,1,STEM,0.7682779349352187,0.0107994259578553,0.04364165728858,0.0,0.018862859679734,0.040946963048618,0.0152596095274476,0.0016106218445749,0.1048659363804371,0.7640129262727526,"{'Anger': 0.0107994259578553, 'Anticipation': 0.04364165728858, 'Disgust': 0.0, 'Fear': 0.018862859679734, 'Joy': 0.040946963048618, 'Sadness': 0.0152596095274476, 'Surprise': 0.0016106218445749, 'Trust': 0.1048659363804371}"
9780133647495,"Presents an introduction to the basic principles of physics, discussing such topics as momentum, special relativity, magnetism, and nuclear fission.",True,1,STEM,0.5987628626607026,0.0,0.046742209631728,0.0,0.0147938306578533,0.085772741580107,0.0319483789738747,0.0,0.0338369531004091,0.7869058860560276,"{'Anger': 0.0, 'Anticipation': 0.046742209631728, 'Disgust': 0.0, 'Fear': 0.0147938306578533, 'Joy': 0.085772741580107, 'Sadness': 0.0319483789738747, 'Surprise': 0.0, 'Trust': 0.0338369531004091}"
978-0-321-98238-4,"With traditional linear algebra texts, the course is relatively easy for students during the early stages as material is presented in a familiar, concrete setting. However, when abstract concepts are introduced, students often hit a wall. Instructors seem to agree that certain concepts (such as linear independence, spanning, subspace, vector space, and linear transformations) are not easily understood and require time to assimilate. These concepts are fundamental to the study of linear algebra, so students' understanding of them is vital to mastering the subject. This text makes these concepts more accessible by introducing them early in a familiar, concrete Rn setting, developing them gradually, and returning to them throughout the text so that when they are discussed in the abstract, students are readily able to understand. KEY TOPICS: Linear Equations in Linear Algebra; Matrix Algebra; Determinants; Vector Spaces; Eigenvalues and Eigenvectors; Orthogonality and Least Squares; Symmetric Matrices and Quadratic Forms; The Geometry of Vector Spaces; Optimization; Finite-State Markov Chains MARKET: for all readers interested in linear algebra. NOTE: Before purchasing, check with your instructor to ensure you select the correct ISBN. Several versions of Pearson's MyLab & Mastering products exist for each title, and registrations are not transferable. To register for and use Pearson's MyLab & Mastering products, you may also need a Course ID, which your instructor will provide. Used books, rentals, and purchases made outside of Pearson If purchasing or renting from companies other than Pearson, the access codes for Pearson's MyLab & Mastering products may not be included, may be incorrect, or may be previously redeemed. Check with the seller before completing your purchase. Note: You are purchasing a standalone product; MyMathLab does not come packaged with this content. MyMathLab is not a self-paced technology and should only be purchased when required by an instructor. If you would like to purchase both the physical text and MyMathLab, search for: 9780134022697 / 0134022696 Linear Algebra and Its Applications plus New MyMathLab with Pearson eText -- Access Card Package, 5/e",True,1,STEM,0.557239484353768,0.0221962556421299,0.0393514329588286,0.0004032862660345,0.0139702498823748,0.0252777763415731,0.0055943043570427,0.0062147447663266,0.085589754460708,0.8014021953249816,"{'Anger': 0.0221962556421299, 'Anticipation': 0.0393514329588286, 'Disgust': 0.0004032862660345, 'Fear': 0.0139702498823748, 'Joy': 0.0252777763415731, 'Sadness': 0.0055943043570427, 'Surprise': 0.0062147447663266, 'Trust': 0.085589754460708}"
978-0-7167-3849-7,"Friedland/Relyea Environmental Science for AP* was specifically developed to meet the requirements of the AP Environmental Science course and the needs of its students and teachers. This highly anticipated new textbook explores the science behind environmental science and involves students with the fundamental concepts and findings that inform environmental decision making at all levels—from personal choices to national and international policy. This site will be the source for periodic updates on this exciting project as it draws closer to publication. For the latest developments, or if you would like to be a part of this project as a reviewer or class-tester, please contact Carlise Stembridge.",True,1,STEM,0.6121008005174196,0.0152226110701338,0.0717188995778471,0.0,0.0,0.0400025109461559,0.0142182326077745,0.0193656722273661,0.1175750537499411,0.7218970198207814,"{'Anger': 0.0152226110701338, 'Anticipation': 0.0717188995778471, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.0400025109461559, 'Sadness': 0.0142182326077745, 'Surprise': 0.0193656722273661, 'Trust': 0.1175750537499411}"
978-1-4292-9117-0,"Principles of Life (POL) is the first book published to address the College Board’s AP* Biology redesign. Principles of Life emphasizes AP* Biology's four big ideas, helping students build enduring understanding around the essential knowledge skills. The Principles of Life program provides students with opportunities to apply concepts through data analysis and active learning, all in significantly fewer pages than other texts and at a much lower cost. With Principles of Life, you'll find: chapters organized around concepts, pedagogy to support these concepts, a focus on computational skills and data analysis, a textbook students will read, and invaluable supplements written by leaders in AP* Biology. Principles of Life addresses the changes needed to meet the new course demands with an unsurpassed ancillary program.",True,1,STEM,0.6609636135495828,0.0162568140520896,0.0576135675348273,0.0113506965475469,0.0426650514839491,0.0591035735917625,0.0172501514233797,0.0,0.1052695336159903,0.6904906117504542,"{'Anger': 0.0162568140520896, 'Anticipation': 0.0576135675348273, 'Disgust': 0.0113506965475469, 'Fear': 0.0426650514839491, 'Joy': 0.0591035735917625, 'Sadness': 0.0172501514233797, 'Surprise': 0.0, 'Trust': 0.1052695336159903}"
9781934239858,Textbook designed to support the implementation of the Common Core State Standards for Mathematics (CCSS) and the Standards for Mathematical Practice (SMP).,True,1,STEM,0.5297529185667829,0.0473168214654282,0.0269865841073271,0.0,0.057688338493292,0.0363777089783281,0.0443240454076367,0.0080495356037151,0.2116615067079463,0.5675954592363261,"{'Anger': 0.0473168214654282, 'Anticipation': 0.0269865841073271, 'Disgust': 0.0, 'Fear': 0.057688338493292, 'Joy': 0.0363777089783281, 'Sadness': 0.0443240454076367, 'Surprise': 0.0080495356037151, 'Trust': 0.2116615067079463}"
9780072830644,"The new, sixth edition of Marine Biology covers the basics of marine biology and takes a global, non-regional perspective, emphasizing that the world’s oceans and seas are an integrated system that cannot be understood by looking in any one person's own backyard. For many students this is a new perspective. This introductory, one-semester text is designed for non-majors.",True,1,STEM,0.6297559677809859,0.0,0.063852442124064,0.0,0.0094112797966614,0.038778594490623,0.0,0.0,0.0979597444528405,0.7899979391358108,"{'Anger': 0.0, 'Anticipation': 0.063852442124064, 'Disgust': 0.0, 'Fear': 0.0094112797966614, 'Joy': 0.038778594490623, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0979597444528405}"
