model,shots,book,answer,ground_truth_stem
gpt-oss:20b,0,101 Cool Ways To Make Money,false,False
gpt-oss:20b,0,101 Cool Ways To Make Money,false,False
gpt-oss:20b,0,101 Cool Ways To Make Money,false,False
gpt-oss:20b,1,101 Cool Ways To Make Money,false,False
gpt-oss:20b,1,101 Cool Ways To Make Money,false,False
gpt-oss:20b,1,101 Cool Ways To Make Money,false,False
gpt-oss:20b,1,101 Cool Ways To Make Money,false,False
gpt-oss:20b,1,101 Cool Ways To Make Money,false,False
gpt-oss:20b,5,101 Cool Ways To Make Money,false,False
gpt-oss:20b,5,101 Cool Ways To Make Money,false,False
gpt-oss:20b,5,101 Cool Ways To Make Money,false,False
gpt-oss:20b,5,101 Cool Ways To Make Money,False,False
gpt-oss:20b,5,101 Cool Ways To Make Money,False,False
gpt-oss:20b,10,101 Cool Ways To Make Money,false,False
gpt-oss:20b,10,101 Cool Ways To Make Money,false,False
gpt-oss:20b,10,101 Cool Ways To Make Money,false,False
gpt-oss:20b,10,101 Cool Ways To Make Money,false,False
gpt-oss:20b,10,101 Cool Ways To Make Money,false,False
llama3.2:1b,0,9780133240825,False,False
llama3.2:1b,0,9780133240825,False.,False
llama3.2:1b,0,9780133240825,False,False
llama3.2:1b,0,9780133240825,False,False
llama3.2:1b,0,9780133240825,True,False
llama3.2:1b,1,9780133240825,False,False
llama3.2:1b,1,9780133240825,True,False
llama3.2:1b,1,9780133240825,False,False
llama3.2:1b,1,9780133240825,True,False
llama3.2:1b,1,9780133240825,True,False
llama3.2:1b,5,9780133240825,"Is this book ""9780133240825"" STEM? True.",False
llama3.2:1b,5,9780133240825,The answer is: True,False
llama3.2:1b,5,9780133240825,No,False
llama3.2:1b,5,9780133240825,False,False
llama3.2:1b,5,9780133240825,True,False
llama3.2:1b,10,9780133240825,"Is ""9780133240825"" STEM? True",False
llama3.2:1b,10,9780133240825,"Is ""9780133240825"" STEM? True.",False
llama3.2:1b,10,9780133240825,True.,False
llama3.2:1b,10,9780133240825,True.,False
llama3.2:1b,10,9780133240825,Answer: True,False
mistral:7b,0,9780133240825,False,False
mistral:7b,0,9780133240825,False,False
mistral:7b,0,9780133240825,"False, this book is not STEM. It is a Political Science textbook focusing on American Government, which falls under Social Sciences, rather than Science, Technology, Engineering, or Mathematics (STEM).",False
mistral:7b,0,9780133240825,"False, this book is not a part of the STEM field as it focuses on politics and government studies, not Science, Technology, Engineering, or Mathematics.",False
mistral:7b,0,9780133240825,False,False
mistral:7b,1,9780133240825,True,False
mistral:7b,1,9780133240825,True,False
mistral:7b,1,9780133240825,True,False
mistral:7b,1,9780133240825,True,False
mistral:7b,1,9780133240825,True,False
mistral:7b,5,9780133240825,True,False
mistral:7b,5,9780133240825,True,False
mistral:7b,5,9780133240825,True,False
mistral:7b,5,9780133240825,True,False
mistral:7b,5,9780133240825,True,False
mistral:7b,10,9780133240825,True,False
mistral:7b,10,9780133240825,True,False
mistral:7b,10,9780133240825,True,False
mistral:7b,10,9780133240825,True,False
mistral:7b,10,9780133240825,True,False
gemma3:12b,0,9780133240825,false,False
gemma3:12b,0,9780133240825,False,False
gemma3:12b,0,9780133240825,False,False
gemma3:12b,0,9780133240825,False,False
gemma3:12b,0,9780133240825,False,False
gemma3:12b,1,9780133240825,False,False
gemma3:12b,1,9780133240825,False,False
gemma3:12b,1,9780133240825,False,False
gemma3:12b,1,9780133240825,False,False
gemma3:12b,1,9780133240825,False,False
gemma3:12b,5,9780133240825,False,False
gemma3:12b,5,9780133240825,False,False
gemma3:12b,5,9780133240825,False,False
gemma3:12b,5,9780133240825,False,False
gemma3:12b,5,9780133240825,False,False
gemma3:12b,10,9780133240825,False,False
gemma3:12b,10,9780133240825,False,False
gemma3:12b,10,9780133240825,False,False
gemma3:12b,10,9780133240825,False,False
gemma3:12b,10,9780133240825,False,False
gpt-oss:20b,0,9780133240825,false,False
gpt-oss:20b,0,9780133240825,false,False
gpt-oss:20b,0,9780133240825,false,False
gpt-oss:20b,0,9780133240825,false,False
gpt-oss:20b,0,9780133240825,false,False
gpt-oss:20b,1,9780133240825,false,False
gpt-oss:20b,1,9780133240825,false,False
gpt-oss:20b,1,9780133240825,false,False
gpt-oss:20b,1,9780133240825,false,False
gpt-oss:20b,1,9780133240825,false,False
gpt-oss:20b,5,9780133240825,false,False
gpt-oss:20b,5,9780133240825,false,False
gpt-oss:20b,5,9780133240825,false,False
gpt-oss:20b,5,9780133240825,false,False
gpt-oss:20b,5,9780133240825,false,False
gpt-oss:20b,10,9780133240825,false,False
gpt-oss:20b,10,9780133240825,false,False
gpt-oss:20b,10,9780133240825,false,False
gpt-oss:20b,10,9780133240825,false,False
gpt-oss:20b,10,9780133240825,False,False
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True.,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",True,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False.,False
llama3.2:1b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
mistral:7b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gemma3:12b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,0,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,1,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,5,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",false,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
gpt-oss:20b,10,"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",False,False
llama3.2:1b,0,0026358824,True,False
llama3.2:1b,0,0026358824,False,False
llama3.2:1b,0,0026358824,False,False
llama3.2:1b,0,0026358824,False,False
llama3.2:1b,0,0026358824,False,False
llama3.2:1b,1,0026358824,False,False
llama3.2:1b,1,0026358824,False,False
llama3.2:1b,1,0026358824,False,False
llama3.2:1b,1,0026358824,False,False
llama3.2:1b,1,0026358824,False,False
llama3.2:1b,5,0026358824,True,False
llama3.2:1b,5,0026358824,False,False
llama3.2:1b,5,0026358824,This book is True,False
llama3.2:1b,5,0026358824,False.,False
llama3.2:1b,5,0026358824,This book is True.,False
llama3.2:1b,10,0026358824,True,False
llama3.2:1b,10,0026358824,False.,False
llama3.2:1b,10,0026358824,The answer is: True,False
llama3.2:1b,10,0026358824,False,False
llama3.2:1b,10,0026358824,False.,False
mistral:7b,0,0026358824,False,False
mistral:7b,0,0026358824,False,False
mistral:7b,0,0026358824,False,False
mistral:7b,0,0026358824,False,False
mistral:7b,0,0026358824,False,False
mistral:7b,1,0026358824,True,False
mistral:7b,1,0026358824,True,False
mistral:7b,1,0026358824,False,False
mistral:7b,1,0026358824,False,False
mistral:7b,1,0026358824,True,False
mistral:7b,5,0026358824,False,False
mistral:7b,5,0026358824,True (grammar and composition are part of the Language Arts subject which can be considered as a subset of STEM under the Arts category),False
mistral:7b,5,0026358824,"True (the book is about Writing, which falls under Language Arts, a subject in Humanities, but since it has a strong focus on grammar and composition, it can be considered related to Science, Technology, Engineering, and Mathematics (STEM) as well, especially when it comes to communication and presentation skills.)",False
mistral:7b,5,0026358824,"True (it falls under the ""T"" in STEM for technology, as it's about composition and grammar software which can be considered a form of technology).",False
mistral:7b,5,0026358824,True (the book focuses on grammar and composition which can be considered as part of Humanities but it also includes elements of Language Arts which is a subset of STEM),False
mistral:7b,10,0026358824,True,False
mistral:7b,10,0026358824,True,False
mistral:7b,10,0026358824,True,False
mistral:7b,10,0026358824,True,False
mistral:7b,10,0026358824,True,False
gemma3:12b,0,0026358824,False,False
gemma3:12b,0,0026358824,false,False
gemma3:12b,0,0026358824,False,False
gemma3:12b,0,0026358824,False,False
gemma3:12b,0,0026358824,False,False
gemma3:12b,1,0026358824,False,False
gemma3:12b,1,0026358824,False,False
gemma3:12b,1,0026358824,False,False
gemma3:12b,1,0026358824,False,False
gemma3:12b,1,0026358824,False,False
gemma3:12b,5,0026358824,False,False
gemma3:12b,5,0026358824,False,False
gemma3:12b,5,0026358824,False,False
gemma3:12b,5,0026358824,False,False
gemma3:12b,5,0026358824,False,False
gemma3:12b,10,0026358824,False,False
gemma3:12b,10,0026358824,False,False
gemma3:12b,10,0026358824,False,False
gemma3:12b,10,0026358824,False,False
gemma3:12b,10,0026358824,False,False
gpt-oss:20b,0,0026358824,false,False
gpt-oss:20b,0,0026358824,false,False
gpt-oss:20b,0,0026358824,false,False
gpt-oss:20b,0,0026358824,false,False
gpt-oss:20b,0,0026358824,false,False
gpt-oss:20b,1,0026358824,false,False
gpt-oss:20b,1,0026358824,false,False
gpt-oss:20b,1,0026358824,false,False
gpt-oss:20b,1,0026358824,false,False
gpt-oss:20b,1,0026358824,false,False
gpt-oss:20b,5,0026358824,False,False
gpt-oss:20b,5,0026358824,false,False
gpt-oss:20b,5,0026358824,false,False
gpt-oss:20b,5,0026358824,false,False
gpt-oss:20b,5,0026358824,false,False
gpt-oss:20b,10,0026358824,false,False
gpt-oss:20b,10,0026358824,False,False
gpt-oss:20b,10,0026358824,false,False
gpt-oss:20b,10,0026358824,false,False
gpt-oss:20b,10,0026358824,false,False
llama3.2:1b,0,978-0-471-47602-3,False,True
llama3.2:1b,0,978-0-471-47602-3,False,True
llama3.2:1b,0,978-0-471-47602-3,False,True
llama3.2:1b,0,978-0-471-47602-3,False,True
llama3.2:1b,0,978-0-471-47602-3,False,True
llama3.2:1b,1,978-0-471-47602-3,False,True
llama3.2:1b,1,978-0-471-47602-3,False,True
llama3.2:1b,1,978-0-471-47602-3,True,True
llama3.2:1b,1,978-0-471-47602-3,True,True
llama3.2:1b,1,978-0-471-47602-3,True,True
llama3.2:1b,5,978-0-471-47602-3,False.,True
llama3.2:1b,5,978-0-471-47602-3,True,True
llama3.2:1b,5,978-0-471-47602-3,False,True
llama3.2:1b,5,978-0-471-47602-3,False.,True
llama3.2:1b,5,978-0-471-47602-3,True,True
llama3.2:1b,10,978-0-471-47602-3,True,True
llama3.2:1b,10,978-0-471-47602-3,True,True
llama3.2:1b,10,978-0-471-47602-3,True,True
llama3.2:1b,10,978-0-471-47602-3,True,True
llama3.2:1b,10,978-0-471-47602-3,This book: True,True
mistral:7b,0,978-0-471-47602-3,True,True
mistral:7b,0,978-0-471-47602-3,True,True
mistral:7b,0,978-0-471-47602-3,True,True
mistral:7b,0,978-0-471-47602-3,True,True
mistral:7b,0,978-0-471-47602-3,True,True
mistral:7b,1,978-0-471-47602-3,True,True
mistral:7b,1,978-0-471-47602-3,True,True
mistral:7b,1,978-0-471-47602-3,True,True
mistral:7b,1,978-0-471-47602-3,True,True
mistral:7b,1,978-0-471-47602-3,True,True
mistral:7b,5,978-0-471-47602-3,True,True
mistral:7b,5,978-0-471-47602-3,True,True
mistral:7b,5,978-0-471-47602-3,True,True
mistral:7b,5,978-0-471-47602-3,True,True
mistral:7b,5,978-0-471-47602-3,True,True
mistral:7b,10,978-0-471-47602-3,True,True
mistral:7b,10,978-0-471-47602-3,True,True
mistral:7b,10,978-0-471-47602-3,True,True
mistral:7b,10,978-0-471-47602-3,True,True
mistral:7b,10,978-0-471-47602-3,True,True
gemma3:12b,0,978-0-471-47602-3,True,True
gemma3:12b,0,978-0-471-47602-3,True,True
gemma3:12b,0,978-0-471-47602-3,True,True
gemma3:12b,0,978-0-471-47602-3,True,True
gemma3:12b,0,978-0-471-47602-3,True,True
gemma3:12b,1,978-0-471-47602-3,True,True
gemma3:12b,1,978-0-471-47602-3,True,True
gemma3:12b,1,978-0-471-47602-3,True,True
gemma3:12b,1,978-0-471-47602-3,True,True
gemma3:12b,1,978-0-471-47602-3,True,True
gemma3:12b,5,978-0-471-47602-3,True,True
gemma3:12b,5,978-0-471-47602-3,True,True
gemma3:12b,5,978-0-471-47602-3,True,True
gemma3:12b,5,978-0-471-47602-3,True,True
gemma3:12b,5,978-0-471-47602-3,True,True
gemma3:12b,10,978-0-471-47602-3,True,True
gemma3:12b,10,978-0-471-47602-3,True,True
gemma3:12b,10,978-0-471-47602-3,True,True
gemma3:12b,10,978-0-471-47602-3,True,True
gemma3:12b,10,978-0-471-47602-3,True,True
gpt-oss:20b,0,978-0-471-47602-3,true,True
gpt-oss:20b,0,978-0-471-47602-3,true,True
gpt-oss:20b,0,978-0-471-47602-3,true,True
gpt-oss:20b,0,978-0-471-47602-3,true,True
gpt-oss:20b,0,978-0-471-47602-3,true,True
gpt-oss:20b,1,978-0-471-47602-3,true,True
gpt-oss:20b,1,978-0-471-47602-3,true,True
gpt-oss:20b,1,978-0-471-47602-3,true,True
gpt-oss:20b,1,978-0-471-47602-3,true,True
gpt-oss:20b,1,978-0-471-47602-3,true,True
gpt-oss:20b,5,978-0-471-47602-3,true,True
gpt-oss:20b,5,978-0-471-47602-3,true,True
gpt-oss:20b,5,978-0-471-47602-3,true,True
gpt-oss:20b,5,978-0-471-47602-3,true,True
gpt-oss:20b,5,978-0-471-47602-3,true,True
gpt-oss:20b,10,978-0-471-47602-3,True,True
gpt-oss:20b,10,978-0-471-47602-3,true,True
gpt-oss:20b,10,978-0-471-47602-3,true,True
gpt-oss:20b,10,978-0-471-47602-3,True,True
